asin,category,total_orders,orders_at_discount,units_sold,median_unit_price,revenue
B092D2MRVZ,top,8,7,8,399,3486
B09Y26S7X8,kurta,8,7,8,696,5526
B09812Q1F2,kurta,8,7,8,459,3688
B09812PZ52,kurta,8,4,8,459,3644
B0925VFL3L,set,8,8,8,1238,9830
B092D2DFD6,top,8,6,8,360,2880
B0925VZX2V,set,8,8,8,1299,10474
B0965JCKF8,top,8,6,8,625,5244
B09812D48V,kurta,8,3,8,399,3350
B09CT457VM,kurta,8,7,8,301,2408
B08QGL4QV4,set,8,4,8,999,7992
B09CT76R4C,set,8,3,8,771,6240
B09YNWCBX7,set,8,8,8,1399,11108
B08QGLG46Y,top,8,4,8,399,3192
B08QGKP8XG,set,8,8,8,1200,9613
B08QGK9XZW,set,8,6,8,1388,11282
B08QGLS28J,ethnic dress,8,5,8,373,2977
B08QGLS57Z,kurta,8,6,8,318,2555
B08PVV8HQK,western dress,8,7,8,999,8382
B09Y3J7PZL,set,8,8,8,999,7992
B09B79FSXM,set,8,7,8,521,4168
B09G2SZTS6,set,8,7,8,613,4904
B09G2THSJR,kurta,8,7,8,283,2300
B08QGMKVDN,kurta,8,8,8,295,2368
B09HLZKJ6G,kurta,8,5,8,301,2424
B09HMJJW4L,kurta,8,8,8,368,2938
B08XVYN7G6,kurta,7,5,7,330,2355
B09SDXXQ3B,kurta,7,5,7,635,4421
B07SGC466T,kurta,7,0,7,582,4074
B09M73DZ85,kurta,7,4,7,349,2462
B09M6VX9TR,set,7,2,7,939,6549
B09SDY165N,western dress,7,3,7,688,4932
B09Y3215FW,set,7,7,7,568,3970
B08B3GTCBN,set,7,5,7,662,4600
B09SDY5W8F,western dress,7,4,7,859,6298
B099FB3WLM,kurta,7,4,7,301,2125
B08QGN4BSR,set,7,0,7,1364,9643
B094FNYW6V,set,7,7,7,563,3946
B07RSXFQ78,set,7,6,7,684,4749
B08B3Y5NRM,set,7,5,7,699,4827
B09K3TKBPK,kurta,7,6,7,459,3269
B0983FCRSN,set,7,6,7,648,4613
B07RSXBLYG,kurta,7,4,7,487,3397
B08QGN1YBQ,set,7,6,7,1186,8141
B07RQSTQLK,kurta,7,3,7,487,3397
B08B3YDP12,set,7,5,7,1695,11695
B099RJCM34,kurta,7,7,7,249,1847
B09SDYHTPZ,set,7,3,7,736,5064
B08B3YMPWW,kurta,7,2,7,435,3047
B07R7B4VXN,set,7,2,7,847,5929
B08MXD7WBP,kurta,7,3,7,517,3588
B09K3ST59H,kurta,7,4,7,346,2488
B08B3YN5Y7,kurta,7,7,7,399,2685
B091GV1PQR,top,7,4,7,354,2456
B099FBRC7Q,kurta,7,7,7,517,3619
B0983DQTWB,set,7,7,7,648,4632
B08B3YW9VD,kurta,7,5,7,363,2655
B09LV2KH5Z,kurta,7,7,7,474,3268
B08MYNLFDT,top,7,4,7,523,3975
B091Q7MS68,kurta,7,4,7,380,2704
B09K3SLZ2C,kurta,7,6,7,324,2333
B09SDYQ6ZC,western dress,7,7,7,859,6013
B07R52BR8Q,kurta,7,5,7,318,2238
B0983DNQ5R,set,7,7,7,546,3854
B08XNH796J,set,7,7,7,1238,8676
B07569S1QP,kurta,7,5,7,301,2089
B08B3ZDG3H,set,7,7,7,667,4745
B08XNFL1ZY,set,7,5,7,1299,9093
B09K3SHHMP,kurta,7,5,7,399,2875
B09YYL9FK7,kurta,7,7,7,967,6769
B09295FLVZ,kurta,7,5,7,568,3976
B09B78CJTL,set,7,3,7,517,3627
B07R41NFLV,kurta,7,2,7,471,3321
B07R3KNV9X,kurta,7,5,7,376,2621
B09811KK67,kurta,7,7,7,635,4463
B0983DKTXR,set,7,7,7,499,3493
B09SDZ7T2T,western dress,7,6,7,859,5961
B07R3KLK6T,kurta,7,6,7,475,3349
B08N4NJQ4G,top,7,5,7,518,3542
B0965JTTHB,top,7,5,7,625,4338
B08WPZCCFT,kurta,7,3,7,429,3011
B08WPY2KWL,kurta,7,5,7,597,4293
B09YYKWZJS,kurta,7,7,7,967,6653
B09SDZV7MR,kurta,7,5,7,346,2594
B09B3GMZYW,top,7,6,7,625,3955
B08WPWK6BF,kurta,7,4,7,635,4369
B08B4112LV,set,7,6,7,599,4207
B08B414Z8Y,set,7,6,7,655,4539
B09TH4Q14G,western dress,7,7,7,725,5167
B09LTZZH7X,kurta,7,6,7,499,3533
B07MY3Z5CQ,set,7,7,7,599,4261
B09K3RBN7T,kurta,7,7,7,301,2083
B07MY3SSQD,set,7,7,7,598,4267
B09LTZV6GM,kurta,7,5,7,399,2780
B08B4J5XQ7,top,7,3,7,335,2343
B09XKCLYWF,kurta,7,6,7,568,3942
B09LTZBQX2,kurta,7,5,7,526,3660
B09YYKD7P3,kurta,7,7,7,888,6524
B09LTZB7K3,kurta,7,4,7,474,3243
B08BFLWQW2,kurta,7,3,7,362,2566
B08WJ1JD1T,set,7,6,7,699,4967
B099FCQ7C6,kurta,7,4,7,487,3403
B08WJ1BGPD,set,7,7,7,648,4627
B0925WDFQK,set,7,7,7,1133,7996
B08WHYZM3K,set,7,6,7,737,5081
B0965KGKTK,top,7,6,7,749,5249
B099FCWSXM,kurta,7,5,7,357,2510
B091SZ58P5,western dress,7,7,7,792,5667
B08BFN855F,kurta,7,3,7,399,2661
B08BFW22DK,kurta,7,5,7,399,2885
B08RP2BV5Q,kurta,7,4,7,318,2226
B08BFX1YN6,kurta,7,6,7,405,2903
B08BJQ4CN7,kurta,7,6,7,446,3114
B08BJRSXYV,set,7,7,7,999,6993
B091TC3B5V,western dress,7,6,7,792,5626
B091XPLK72,kurta,7,6,7,399,2769
B08BJT3V83,set,7,5,7,999,7323
B07BL1RK7W,kurta,7,2,7,356,2465
B0967Q555L,western dress,7,5,7,885,6425
B09K3R6MJB,kurta,7,5,7,487,3426
B08MYT716W,set,7,7,7,666,4328
B08RJBC5NF,set,7,6,7,575,3996
B09XKD2LBH,kurta,7,6,7,568,3942
B09LD23ZZN,kurta,7,2,7,1033,6716
B09K3MP21Q,set,7,4,7,696,4872
B09DY9L1V4,set,7,7,7,625,4318
B08N4QVN7M,top,7,4,7,345,2460
B09LD21CHJ,kurta,7,4,7,1033,6379
B08W9G1YSB,kurta,7,4,7,301,2154
B08W9FC46C,top,7,2,7,339,2364
B09TY21ZM3,western dress,7,7,7,825,6098
B09G2RJSGG,set,7,5,7,582,4074
B09KXYQK1Z,blouse,7,7,7,625,4375
B08PCM4CDX,kurta,7,7,7,299,2093
B08QGKX1L8,set,7,7,7,534,3668
B09836XGVQ,western dress,7,1,7,475,3339
B08CBC2J5H,kurta,7,7,7,301,2143
B091Y8JJF9,western dress,7,5,7,721,5787
B0793RM1S9,kurta,7,6,7,499,3614
B08HHJMQRK,kurta,7,4,7,329,2315
B07JLD2SKN,kurta,7,6,7,301,2089
B09TZRWSM1,top,7,6,7,648,4536
B09CT26638,kurta,7,5,7,405,3075
B08HHJNRQT,kurta,7,6,7,301,2097
B09TZS8QXG,top,7,7,7,749,5249
B08QGLDQ4V,set,7,7,7,519,3638
B091YGZ995,western dress,7,3,7,658,4606
B08W8DBX54,set,7,5,7,455,3182
B07JKZNYPH,kurta,7,3,7,736,5152
B09TZSG6S2,top,7,5,7,749,5535
B099S8Q3ZT,top,7,4,7,574,3793
B09TZSKKZL,top,7,7,7,749,5202
B09KXVFM3B,blouse,7,4,7,625,4863
B07JBQD2BK,kurta,7,6,7,376,2632
B07HYT4LFQ,kurta,7,4,7,376,2632
B07HYSKFJD,kurta,7,6,7,355,2506
B099NJDY5F,set,7,6,7,478,3409
B09831QQ89,ethnic dress,7,7,7,885,6047
B09TZWBRYB,kurta,7,6,7,888,5912
B099NJKJ59,set,7,7,7,666,4288
B099S8ZV85,top,7,6,7,599,4358
B08HK2BS5H,ethnic dress,7,0,7,475,3341
B0768JGSXJ,kurta,7,2,7,301,2152
B09G2T43P3,set,7,4,7,613,4291
B08QJMGR6K,kurta,7,5,7,612,4284
B092995Z24,set,7,7,7,636,4341
B08W1Y3CBS,kurta,7,5,7,318,2249
B07BL1ZXD9,kurta,7,7,7,329,2332
B09KXTYSN7,set,7,4,7,888,6166
B09K3H7SMJ,set,7,7,7,1199,8093
B09TZXBKLL,kurta,7,6,7,753,5360
B08W1RS6CL,kurta,7,6,7,349,2500
B09TZXLP3W,kurta,7,7,7,526,3650
B07H7DCJVZ,kurta,7,7,7,696,4872
B08HK5C45Z,set,7,4,7,668,4787
B08W1HFQLX,kurta,7,4,7,455,3185
B08HK5K7KF,set,7,7,7,668,4767
B09Y3G8KC7,set,7,7,7,1399,9709
B091Z82BFF,set,7,4,7,848,5936
B09K3GJ9Y3,set,7,2,7,888,6110
B091Z87PMK,set,7,5,7,583,4096
B08VWKY8LL,set,7,6,7,1338,9459
B09KXTDZSC,set,7,4,7,599,4157
B09Y26X9YF,kurta,7,6,7,696,4788
B08KRGFGC5,set,7,5,7,648,4632
B09KXRXFVF,kurta,7,5,7,383,2781
B09YNXZ3YX,top,7,7,7,665,5179
B09KXRQ1Y4,kurta,7,4,7,349,2462
B08KRKSFTS,set,7,6,7,648,4600
B09KXRHN4T,kurta,7,7,7,737,5480
B09KXRBN1M,kurta,7,7,7,525,3723
B09KXQN277,kurta,7,4,7,291,2067
B09KXQGSMP,kurta,7,4,7,883,6349
B076HLML9R,kurta,7,3,7,435,2953
B07FVR17HM,kurta,5,7,7,368,2618
B09BQL9KY1,set,7,7,7,852,5970
B08V1FFZZW,set,7,6,7,1213,8577
B09KXPQ1PP,kurta,7,2,7,383,2785
B07FTLP535,kurta,7,3,7,301,2194
B09KXNZ377,kurta,7,5,7,291,2047
B08KRYFMQJ,bottom,7,5,7,360,2520
B08KRYLJB5,kurta,7,3,7,333,2379
B09BQL7JPR,set,7,6,7,852,5964
B0922SDND3,set,7,6,7,560,3972
B0922SFWK1,set,7,2,7,496,3493
B0B3NBYD9W,set,7,6,7,899,6185
B01M0XUV1S,kurta,7,4,7,382,2656
B09KXN8WLP,kurta,7,5,7,349,2500
B0981199PT,kurta,7,5,7,459,3237
B09BQJNZKB,set,7,7,7,895,6265
B099NPFSX3,kurta,7,4,7,432,2998
B09KRTQ8MX,set,7,5,7,666,4684
B09KRTDTQN,set,7,6,7,666,4752
B09K3ZCQPF,kurta,7,4,7,475,3325
B08V17851C,western dress,7,4,7,473,3311
B0922T2H82,set,7,6,7,586,4076
B09K3ZB6BQ,kurta,7,6,7,280,1975
B08V1618SF,set,7,5,7,1149,8008
B08QGKKPJ4,set,7,5,7,1237,8611
B08V15TBBM,set,7,7,7,499,3463
B08QGSDS34,set,7,7,7,999,7554
B07FTHS39L,kurta,7,2,7,307,2344
B0943BSBXT,top,7,4,7,574,4183
B0922T8X6N,set,7,4,7,474,3261
B08V12MVVT,kurta,7,5,7,345,2487
B09433WP4R,top,7,5,7,315,2166
B0925X7FMC,set,7,7,7,1238,8614
B099NR34S6,set,7,6,7,582,4125
B0925X6S6T,set,7,5,7,1149,8227
B0943HZN38,top,7,5,7,388,2829
B099SBNHK6,top,7,3,7,690,4889
B09B5846YJ,set,7,7,7,716,5041
B0982Z8HPJ,ethnic dress,7,3,7,791,5537
B0922TR9CG,set,7,6,7,560,3920
B09Y26ZBXR,kurta,7,7,7,696,4746
B09K3C298K,set,7,7,7,631,4335
B0943JG975,top,7,2,7,425,3038
B0943JL3P8,top,7,7,7,399,2770
B0943KRMLF,top,7,6,7,388,2738
B09B2D8R2K,kurta,7,5,7,329,2324
B094FGPTXH,top,7,4,7,469,3281
B093ZRTBXN,kurta,7,3,7,325,2326
B093ZRNZ6Q,kurta,7,6,7,325,2315
B094FJ8SZ7,top,7,6,7,434,3090
B0982YHS8Y,ethnic dress,7,6,7,721,5375
B0922V28CS,set,7,2,7,455,3195
B08ZHJJNF5,top,7,6,7,371,2637
B08ZHGDXW8,top,7,6,7,354,2493
B09RKDMS1M,set,7,6,7,882,6525
B09Y3BRWN9,top,7,6,7,599,4595
B081WWLS7F,kurta,7,5,7,449,3065
B08ZHL9KDP,top,7,4,7,518,3837
B08ZH7CR5N,top,7,5,7,343,2416
B081X59FVC,kurta,7,4,7,432,3056
B09K3X7CRR,kurta,7,6,7,459,3257
B081WT2V3L,kurta,7,5,7,487,3409
B08L947R55,set,6,5,7,399,2793
B0B3JGZF63,western dress,7,7,7,704,5063
B09RKDC9ML,set,7,6,7,962,6905
B081X7NP3Y,kurta,7,6,7,481,3139
B09RKD5FFS,set,7,4,7,774,5532
B09RKF43WW,set,7,1,7,1133,7432
B08QGJNXB7,set,7,5,7,1072,7430
B07ZYRRL74,kurta,7,4,7,390,2729
B0986Z9HNW,top,7,4,7,545,3819
B09RKFDS7P,set,7,6,7,721,5101
B07X3JWM6Y,set,7,3,7,696,4974
B082W7QZS4,kurta,7,5,7,432,3073
B08L94M5V3,set,7,7,7,771,5425
B099NS1HFZ,set,7,4,7,582,4125
B09RKCHBC1,kurta,7,2,7,431,3090
B072HQLQWH,kurta,7,2,7,368,2597
B0986ZFY2S,top,7,6,7,387,2693
B08YZ1JSM7,kurta,7,5,7,714,4692
B08ZHWM7X1,top,7,4,7,330,2312
B08ZHWQWSW,top,7,4,7,371,2606
B09RKC7DP7,kurta,7,1,7,431,3017
B09B55BHQV,set,7,6,7,859,6013
B08P1FDPBY,set,7,4,7,653,4839
B082W88H1Z,kurta,7,4,7,259,1939
B09RKBS1NK,kurta,7,3,7,418,3051
B08ZHZ42JQ,top,7,5,7,309,2156
B09RKGBMF9,set,7,6,7,854,6207
B0743FRDLK,kurta,7,3,7,311,2147
B09RKB9ZDG,kurta,7,4,7,460,3248
B08LGVDF55,kurta,7,6,7,362,2497
B09CTKZ5FP,set,7,4,7,888,6205
B0926WH17C,top,7,5,7,531,4158
B07WS16Z76,kurta,7,7,7,376,2586
B09RMM1J1L,top,7,6,7,599,4430
B09RKB5BQK,kurta,7,5,7,431,2991
B082Z438ZS,set,7,6,7,591,4119
B09K3W66GK,kurta,7,6,7,517,3619
B07WS16LKW,kurta,7,3,7,353,2399
B09QJMW91M,set,7,7,7,1173,8593
B099NS941D,set,7,5,7,582,4074
B09RMWR69M,top,7,4,7,599,4157
B08ZJ56M9M,top,7,5,7,518,3837
B08TZD5W7J,set,7,5,7,783,5482
B0986ZP5HZ,top,7,5,7,493,3522
B09RMZQP28,top,7,5,7,599,4193
B09811LWPN,kurta,6,7,7,499,3478
B09YYQZYV4,top,7,7,7,625,4863
B09YNXQF36,set,7,7,7,1399,9709
B09K3VRZKK,kurta,7,4,7,345,2454
B08QGLYLHL,set,7,6,7,877,6087
B09QJ5KF55,set,7,3,7,825,5967
B0922W935V,set,7,2,7,582,3968
B08MXB7SQP,kurta,7,5,7,329,2260
B0981312JV,kurta,7,6,7,635,4361
B08TH9KJM2,kurta,7,3,7,345,2466
B09QJ53XSR,set,7,5,7,1146,7941
B08ZJJK7MH,top,7,3,7,338,2369
B083SM2T9C,kurta,7,4,7,459,3207
B083ZZ75GR,kurta,7,1,7,487,3233
B09QJ44CRR,set,7,3,7,999,7165
B092CVW5H3,top,7,6,7,360,2539
B09K355F91,set,7,7,7,939,6657
B09SDX9ZF5,western dress,7,4,7,859,6013
B09QJ428CB,set,7,7,7,1112,8119
B09Q3HW4LP,kurta,7,5,7,521,3918
B09Q3GYT7H,kurta,7,7,7,626,4187
B0925TRXJ8,set,7,6,7,1133,8079
B09PY7YGTC,kurta,7,6,7,869,5355
B09PDK1GQK,kurta,7,5,7,521,3871
B07T2Y2PZZ,kurta,7,4,7,376,2632
B07T2Y26QM,kurta,7,3,7,376,2615
B09PDG9M5J,kurta,7,5,7,521,3675
B0986XNKJJ,top,6,5,7,625,4301
B09PD6BR4C,kurta,7,5,7,521,3703
B08YYSCCWR,kurta,7,5,7,475,3775
B08YYRSNLB,kurta,7,7,7,476,3328
B09SDXRYBD,western dress,7,7,7,859,5961
B07SRG8NBC,set,7,6,7,579,3966
B09B3G2FC7,top,7,3,7,317,2311
B09NQ49RYV,set,7,5,7,725,5151
B09NQ3MSLM,set,7,6,7,725,5189
B07SN1FX7M,set,7,3,7,925,6387
B0894XNFM5,ethnic dress,7,5,7,690,4830
B0986HRS58,top,7,6,7,665,4730
B097ZZKJLB,kurta,7,6,7,301,2121
B09SDXVF3V,western dress,7,6,7,999,6993
B0899ZXMB7,set,7,7,7,825,5731
B09SDXVG4X,western dress,7,6,7,581,4142
B09NDD6F7W,saree,6,4,7,686,4670
B089G1HP9K,kurta,7,5,7,318,2226
B07SHSPX5F,set,7,6,7,881,6299
B09YYPQ7NW,western dress,7,7,7,869,5839
B09K3VHQYN,kurta,7,5,7,345,2441
B089G235VW,set,7,5,7,660,4591
B07SHBWH9K,kurta,7,6,7,599,4175
B092917W72,blouse,6,2,6,493,2958
B072HR44J2,kurta,6,6,6,368,2208
B0743FF612,kurta,6,2,6,311,1862
B07569HSRZ,kurta,6,6,6,298,1788
B076HKSX1M,kurta,6,2,6,435,2610
B076SFFZPQ,kurta,6,4,6,298,1788
B0794V95XT,kurta,6,6,6,424,2582
B07BL24MXX,kurta,6,6,6,329,2028
B07FTL9GTF,kurta,6,6,6,518,3108
B07FTLHGMY,kurta,6,6,6,495,2924
B07FVMT2G5,kurta,6,1,6,356,2136
B07GBZV8K8,kurta,6,4,6,295,1782
B07H7CNFSG,kurta,6,6,6,349,2119
B07JNSZNV5,set,6,3,6,783,4746
B07K5BD23T,set,6,4,6,818,4909
B07MY3PH4P,set,6,6,6,599,3590
B07P649QCD,set,6,4,6,916,5662
B07R41MNN3,kurta,6,6,6,376,2256
B07RRVXPMR,kurta,6,5,6,487,2922
B07RSXNC91,set,6,6,6,684.5,4073
B07S3KBCL3,set,6,6,6,876,5020
B07V68SDJZ,set,6,3,6,399,2382
B07VQ7NY5G,set,6,5,6,666,3996
B07VQ7QX6T,set,6,5,6,666,3897
B07VSG55LR,set,6,5,6,666,3897
B07VT44S35,set,6,6,6,666,3996
B07VT4MWJR,set,6,6,6,579.5,3477
B07X1KKD5F,set,6,3,6,666,3996
B07X2KBB7M,set,6,6,6,921,5950
B081WWR2MN,kurta,6,3,6,487,2946
B081X5TQ27,kurta,6,3,6,487,2910
B081X6FK8B,kurta,6,2,6,301,1824
B082PTSC1G,set,6,6,6,832,4992
B082W7WHB8,kurta,6,4,6,487,2916
B082W7WJCW,kurta,6,4,6,432,2592
B082W89PR5,kurta,6,3,6,259,1638
B082Z36JBJ,set,6,4,6,737,4518
B082Z3CMJ6,set,6,6,6,591,3510
B082Z3LQFR,set,6,5,6,791,4722
B082Z3VNTZ,set,6,4,6,761,4566
B082Z42KS9,set,6,5,6,680,4152
B083172M4H,kurta,6,4,6,427,2562
B083SNBTL8,kurta,6,4,6,459,2812
B085CDVJQK,bottom,6,1,6,297,1840
B085GB4TPB,blouse,6,5,6,493,2994
B085HSRZK7,set,6,5,6,699,4052
B0893DN1TK,kurta,6,5,6,459,2754
B0893DVKH6,kurta,6,6,6,301,1702
B0894WVKRP,set,6,6,6,1186,6986
B0894XBCTK,kurta,6,3,6,345,2070
B089G1R8HG,set,6,5,6,833,5179
B089G22BRS,set,6,6,6,660,4141
B089G2TLQ6,kurta,6,4,6,399,2394
B08B3XRFYH,set,6,6,6,671,3910
B08B3Z2567,kurta,6,5,6,487,2893
B08B3ZKRY9,kurta,6,1,6,487,2893
B08BF4Q6HS,kurta,5,5,6,399,2222
B08BF6BBQF,kurta,6,5,6,333,2130
B08BFBDPPL,kurta,6,3,6,329,1967
B08BJNCWH8,kurta,6,6,6,349,2090
B08BJPJB65,kurta,6,5,6,349,2094
B08HK3SLGX,kurta,6,6,6,295,1799
B08HK4B2K4,kurta,6,5,6,295,1776
B08HK4GR65,kurta,6,4,6,380,2277
B08JGZ7P8L,kurta,6,3,6,367,2203
B08KRSK8BX,kurta,6,3,6,399,2480
B08KRV7P6S,set,6,5,6,672.5,4001
B08KS1657Z,set,6,4,6,648,3937
B08L3RLQ52,bottom,6,5,6,338,2028
B08L934H7V,set,6,6,6,548,3360
B08L93C2FW,set,6,6,6,399,2394
B08L93M23B,set,5,6,6,771,4634
B08L93NCRY,set,6,6,6,543,3308
B08L947VKW,set,6,6,6,595,3538
B08L948VR4,set,6,4,6,568,3435
B08MXBM5TV,kurta,6,0,6,368,2237
B08MXC2LYX,kurta,6,4,6,487,2922
B08MXCM2J5,kurta,6,2,6,487,2893
B08MXRL1TW,set,6,6,6,832,4959
B08MYN67BF,kurta,6,3,6,487,2916
B08MYNC76H,top,6,1,6,319,1914
B08MYS1L63,kurta,6,2,6,380,2336
B08MYSDK2X,kurta,6,2,6,476,2842
B08MYSJX83,kurta,6,3,6,487,2984
B08MYSPJ39,kurta,6,4,6,261.5,1643
B08MYT13YV,kurta,6,5,6,696,4134
B08N44TGZ1,top,6,5,6,387,2418
B08N49HFRG,western dress,6,6,6,443,2658
B08N4VPS2N,set,6,3,6,604,3624
B08P1FDB86,set,6,4,6,729,4222
B08P1FGFFG,set,6,3,6,653,4070
B08P1GJQCG,kurta,6,6,6,333,1988
B08QGKX3L3,kurta,6,6,6,396,2398
B08QGL7Y7Z,set,6,6,6,534,3134
B08QGLF7N2,set,6,5,6,1115,6761
B08QGM4LMF,set,6,6,6,591,3546
B08QGMVCH6,top,6,2,6,399,2507
B08QGN81JK,set,6,5,6,761,4543
B08QGNW65G,kurta,6,4,6,517,3071
B08QGP2V4V,set,6,5,6,761,4566
B08QGPXDMY,kurta,6,3,6,315,1898
B08QGQBYVJ,set,6,4,6,1192.5,6781
B08QGQJ5P4,set,6,6,6,761,4566
B08QJD24XR,kurta,6,4,6,612,3672
B08QJKGR8T,kurta,6,2,6,612,3672
B08QJKPYCS,kurta,6,3,6,612,3654
B08RDTKKMS,top,6,1,6,336,2060
B08TH2M8KR,kurta,5,5,6,362,2138
B08TZSRZ8B,western dress,6,3,6,473,2838
B08TZVXPSH,kurta,6,4,6,378,2250
B08V17QS8H,set,6,5,6,591,3546
B08V1886WQ,kurta,6,5,6,345,2091
B08V1FH81X,top,6,0,6,349,2104
B08V1Q3GBY,set,6,6,6,1213,7265
B08VWZPSVC,set,6,5,6,1338,8089
B08W1PHJSG,kurta,6,6,6,526,3087
B08W28CDHX,kurta,6,2,6,455,2774
B08W87QBDY,kurta,6,5,6,301,2034
B08W8GC7XL,set,6,6,6,571,3374
B08W8GRH1S,kurta,6,4,6,315,1890
B08W96FCC6,kurta,6,2,6,319,1914
B08WJ2JV9M,set,6,6,6,699,4270
B08WJ2YNM8,set,6,6,6,737,4346
B08XNHWRHP,set,6,4,6,1281,7618
B08XQ8Q3CK,set,6,6,6,924,5544
B08XQ9KLPN,set,6,6,6,680,4043
B08XQ9QH7W,set,6,6,6,648,3952
B08XVFQLH6,kurta,6,4,6,330,2020
B08XVR446F,kurta,6,4,6,330,2010
B08YYQ8L6L,kurta,6,5,6,588,3484
B08YYQYRYZ,kurta,6,2,6,551,3266
B08YYYZBJY,kurta,6,5,6,530.5,3213
B08YYZD2F1,kurta,6,4,6,655,3640
B08YZ11WQW,kurta,6,5,6,499,3286
B08YZ46TNM,kurta,6,6,6,599,3354
B08ZHCRTVS,top,6,3,6,359,2154
B08ZHFLHG7,top,6,5,6,518,3077
B08ZJ5RHDL,top,6,2,6,312,1872
B091GKR2J5,bottom,5,6,6,301,1806
B091Q8BNLR,kurta,6,4,6,301,1820
B091SPR12B,set,6,2,6,759,4508
B091SSMCXS,set,6,2,6,759,4484
B091XRCDYQ,western dress,6,2,6,721,4973
B091Z5RPMW,set,6,6,6,729,4382
B091Z6YG38,set,6,6,6,659,4024
B091Z7PFTG,set,6,3,6,583,3497
B091Z81XR9,set,6,6,6,659,4049
B0922T4453,set,6,3,6,475,2884
B0922T775V,set,6,4,6,570,3403
B0925V5D6Q,set,6,6,6,1149,6995
B0925WH3KP,set,6,5,6,1621,9726
B09268MDVS,set,6,4,6,2598,14362
B0928WHXM6,set,6,6,6,582,3492
B0928XLFKC,set,6,4,6,507,3027
B0928XLFKD,set,6,6,6,590.5,3543
B0928XYB8Q,set,6,5,6,475,2881
B0928YCMQP,set,6,3,6,548.5,3429
B0928Z44H8,set,6,5,6,590.5,3526
B0928Z6QCC,blouse,6,4,6,518,3089
B09291MM7W,set,6,3,6,495,2979
B09296NJ5N,kurta,6,4,6,565,3416
B092972M7K,kurta,6,4,6,565,3416
B09297X5HD,kurta,6,4,6,568,3408
B092CZS27J,top,6,2,6,301,1802
B092D2KTHR,top,6,5,6,346,2104
B092D2M2VS,top,6,6,6,423,2538
B092D2RZ8S,top,6,5,6,399,2492
B09433TH8P,top,6,4,6,574,3444
B094346FB7,top,6,4,6,356.5,2139
B09438M9DD,top,6,4,6,356.5,2139
B09439XYNZ,set,6,6,6,568,3538
B0943BZY9W,top,6,3,6,359,2145
B0943DPXH7,top,6,1,6,574,3444
B0943J9RTL,top,6,6,6,574,3444
B0943KXKSP,top,6,6,6,428.5,2689
B094FMN5Y6,set,6,5,6,612,3672
B094FMS2BZ,kurta,6,4,6,333,1978
B094FNYJJ5,kurta,6,4,6,459,2748
B094FPMC2W,set,6,6,6,568,3408
B09537LJ5M,top,6,6,6,301,1795
B0965MH568,top,6,5,6,568,3420
B0967RFH4C,western dress,6,5,6,885,5998
B0967RN8GY,western dress,6,6,6,599,3838
B097ZZF2BD,kurta,6,2,6,300,1836
B097ZZKR4N,kurta,6,3,6,299,1816
B097ZZPVK6,kurta,6,3,6,376,2256
B098117P6L,kurta,6,5,6,329.5,2039
B098117TTK,kurta,6,5,6,376,2302
B0981196JL,kurta,6,6,6,294,1776
B09811C2Q7,kurta,6,2,6,484,2832
B09811RSZV,kurta,6,6,6,387.5,2325
B09812HRK9,kurta,6,5,6,627,3718
B09813S388,kurta,6,3,6,399,2558
B0982ZW7TQ,ethnic dress,6,5,6,783,4756
B09831RQBB,ethnic dress,6,4,6,791,5362
B0983CRC5B,set,6,5,6,664,4053
B0983DT651,set,6,3,6,852,5112
B0983F5NB3,set,6,6,6,612,3672
B0983F9F2N,set,6,5,6,457,2782
B0983FG2SX,set,6,1,6,1238,7428
B0983FNRDN,set,6,6,6,648,3952
B0986YWGF7,top,6,5,6,690,4340
B0986Z1LP7,top,6,5,6,612,3752
B09871D3XM,top,6,3,6,665,3990
B098P5NXKR,set,6,4,6,1238,7280
B099F9QP5S,kurta,6,1,6,499,3033
B099FB7KKH,kurta,6,4,6,432,2592
B099FBDWBY,kurta,6,6,6,556,3246
B099FCLXD3,kurta,6,6,6,343.5,2061
B099FD7355,kurta,6,2,6,487,2922
B099FD92JM,kurta,6,4,6,487,2910
B099FDMPVZ,kurta,6,5,6,345,2070
B099NMVCHZ,kurta,6,2,6,431,2486
B099NNG899,kurta,6,4,6,517,3071
B099NP47VY,set,6,3,6,607.5,3622
B099NPFTLF,kurta,6,3,6,445.5,2593
B099NPQ51W,set,6,3,6,558,3396
B099NPYZL8,kurta,6,5,6,318,1930
B099NQGVWP,set,6,5,6,537,3245
B099NQPGHG,set,6,3,6,573,3421
B099NTV5X1,western dress,6,2,6,461,2766
B099S6YRG9,top,6,6,6,368.5,2189
B099S7SB4H,top,6,3,6,339,2018
B099S9Z51Z,top,6,4,6,599,3594
B09B2CCQXY,kurta,6,6,6,329,1974
B09B2DZS1V,kurta,6,1,6,318,1919
B09B2F8N1G,kurta,6,5,6,487,2922
B09BQF612S,set,6,4,6,737,4652
B09BQFDPV6,set,6,4,6,852,5112
B09CSZ4KCC,kurta,6,4,6,402,2488
B09CT4QFXS,kurta,6,4,6,443,2658
B09CT7BX8Q,set,6,6,6,725,4469
B09CTBPP9F,kurta,6,6,6,301,1806
B09CTBRNWK,kurta,6,5,6,405,2424
B09G2RVXNZ,set,6,4,6,613,3678
B09G6KC7FX,top,6,5,6,385,2274
B09HM2SNK4,saree,6,2,6,859,5154
